league_division,match_date,home_team,away_team,full_time_home_team_goals,full_time_away_team_goals,full_time_result,half_time_home_team_goals,half_time_away_team_goals,half_time_result,referee,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,season
e0,2017-12-16,arsenal,newcastle,1,0,h,1,0,h,s attwell,23,10,5,2,13,9,7,5,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-16,brighton,burnley,0,0,d,0,0,d,c kavanagh,12,11,2,6,13,13,8,2,4,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-16,chelsea,southampton,1,0,h,1,0,h,r east,24,6,8,2,8,16,8,4,1,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-16,leicester,crystal palace,0,3,a,0,2,a,m atkinson,11,13,2,6,12,13,6,4,2,2,1,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-16,man city,tottenham,4,1,h,1,0,h,c pawson,20,7,11,2,13,20,5,1,2,4,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-16,stoke,west ham,0,3,a,0,1,a,g scott,17,14,0,7,12,13,7,9,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-16,watford,huddersfield,1,4,a,0,2,a,m oliver,13,15,3,9,12,17,8,7,2,1,1,1,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-17,bournemouth,liverpool,0,4,a,0,3,a,a marriner,6,21,2,7,5,10,2,3,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-17,west brom,man united,1,2,a,0,2,a,a taylor,12,8,5,3,14,7,6,3,1,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-18,everton,swansea,3,1,h,1,1,d,j moss,12,8,7,3,12,12,6,3,2,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-22,arsenal,liverpool,3,3,d,0,1,a,m atkinson,11,14,4,9,9,11,7,8,1,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-23,brighton,watford,1,0,h,0,0,d,p tierney,14,13,3,1,8,11,6,4,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-23,burnley,tottenham,0,3,a,0,1,a,m oliver,5,18,2,8,10,10,4,4,1,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-23,everton,chelsea,0,0,d,0,0,d,r madley,5,25,0,8,8,4,2,7,3,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-23,leicester,man united,2,2,d,1,1,d,j moss,11,19,3,6,19,8,4,6,2,2,1,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-23,man city,bournemouth,4,0,h,1,0,h,m jones,14,5,5,1,8,7,4,6,0,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-23,southampton,huddersfield,1,1,d,1,0,h,l probert,12,10,6,3,16,9,9,1,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-23,stoke,west brom,3,1,h,2,0,h,n swarbrick,9,17,5,7,9,11,1,11,1,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-23,swansea,crystal palace,1,1,d,0,0,d,c pawson,7,13,2,5,13,11,6,3,2,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-23,west ham,newcastle,2,3,a,1,1,d,l mason,19,11,6,4,9,12,6,3,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-26,bournemouth,west ham,3,3,d,1,1,d,s attwell,26,10,10,5,12,14,7,4,3,4,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-26,chelsea,brighton,2,0,h,0,0,d,m dean,25,8,8,1,8,8,13,1,0,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-26,huddersfield,stoke,1,1,d,1,0,h,a taylor,18,15,8,7,9,12,8,5,2,4,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-26,liverpool,swansea,5,0,h,1,0,h,k friend,22,7,9,4,5,8,4,2,0,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-26,man united,burnley,2,2,d,0,2,a,m atkinson,23,3,6,2,10,14,12,2,3,7,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-26,tottenham,southampton,5,2,h,2,0,h,g scott,16,16,7,6,8,15,3,8,0,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-26,watford,leicester,2,1,h,1,1,d,c kavanagh,11,11,1,5,7,13,8,8,3,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-26,west brom,everton,0,0,d,0,0,d,r east,17,7,3,3,14,13,10,2,2,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-27,newcastle,man city,0,1,a,0,1,a,a marriner,6,22,2,6,11,6,3,8,1,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-28,crystal palace,arsenal,2,3,a,0,1,a,m oliver,16,16,2,9,12,7,5,4,0,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-30,bournemouth,everton,2,1,h,1,0,h,l probert,19,6,7,1,8,13,4,4,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-30,chelsea,stoke,5,0,h,3,0,h,k friend,21,1,12,1,5,10,7,0,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-30,huddersfield,burnley,0,0,d,0,0,d,p tierney,3,11,1,4,14,14,5,4,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-30,liverpool,leicester,2,1,h,0,1,a,n swarbrick,17,7,6,1,7,3,7,1,3,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-30,man united,southampton,0,0,d,0,0,d,c pawson,15,8,3,3,12,13,10,7,2,4,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-30,newcastle,brighton,0,0,d,0,0,d,a taylor,11,10,2,3,11,10,3,6,2,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-30,watford,swansea,1,2,a,1,0,h,m atkinson,9,9,4,4,14,13,1,8,4,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-31,crystal palace,man city,0,0,d,0,0,d,j moss,10,15,1,4,14,11,7,8,5,4,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2017-12-31,west brom,arsenal,1,1,d,0,0,d,m dean,14,14,3,4,14,9,5,6,3,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-01,brighton,bournemouth,2,2,d,1,1,d,m oliver,15,26,6,8,13,9,5,12,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-01,burnley,liverpool,1,2,a,0,0,d,r east,13,19,4,5,4,12,3,9,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-01,everton,man united,0,2,a,0,0,d,a marriner,12,21,0,6,11,10,6,6,2,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-01,leicester,huddersfield,3,0,h,0,0,d,g scott,11,6,5,1,7,9,4,1,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-01,stoke,newcastle,0,1,a,0,0,d,c kavanagh,11,14,4,6,10,11,10,5,3,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-01,man city,watford,3,1,h,2,0,h,l mason,17,7,7,4,8,12,9,1,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-01,southampton,crystal palace,1,2,a,1,0,h,s attwell,10,11,3,4,8,11,4,7,0,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-01,swansea,tottenham,0,2,a,0,1,a,r madley,8,12,1,5,12,9,6,5,2,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-01,west ham,west brom,2,1,h,0,1,a,m jones,13,10,5,3,12,12,3,4,3,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-01,arsenal,chelsea,2,2,d,0,0,d,a taylor,14,19,6,6,11,11,10,8,3,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-04-01,tottenham,west ham,1,1,d,0,0,d,m dean,31,3,8,1,10,6,7,1,0,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-13,chelsea,leicester,0,0,d,0,0,d,m jones,17,14,7,1,14,13,6,3,2,2,0,1,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-13,crystal palace,burnley,1,0,h,1,0,h,m oliver,17,8,2,2,16,10,3,2,0,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-13,huddersfield,west ham,1,4,a,1,1,d,j moss,8,8,2,6,7,9,7,3,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-13,newcastle,swansea,1,1,d,0,0,d,g scott,12,8,4,5,11,10,4,5,0,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-13,tottenham,everton,4,0,h,1,0,h,c pawson,20,7,10,0,11,15,3,3,0,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-13,watford,southampton,2,2,d,0,2,a,r east,16,10,4,4,11,13,5,4,0,5,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-13,west brom,brighton,2,0,h,1,0,h,m atkinson,15,13,4,1,8,15,9,6,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-14,bournemouth,arsenal,2,1,h,0,0,d,k friend,13,12,5,3,8,10,4,5,2,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-14,liverpool,man city,4,3,h,1,1,d,a marriner,16,11,7,4,10,7,5,6,2,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-15,man united,stoke,3,0,h,2,0,h,a taylor,20,11,9,5,14,10,6,1,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-20,arsenal,crystal palace,4,1,h,4,0,h,c kavanagh,16,9,10,5,6,8,5,10,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-20,brighton,chelsea,0,4,a,0,2,a,j moss,10,14,3,10,12,5,5,3,3,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-20,burnley,man united,0,1,a,0,0,d,m dean,13,12,2,2,7,12,5,4,3,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-20,everton,west brom,1,1,d,0,1,a,s attwell,9,15,4,5,15,10,0,3,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-20,leicester,watford,2,0,h,1,0,h,l probert,9,11,5,3,11,10,4,5,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-20,man city,newcastle,3,1,h,1,0,h,p tierney,21,6,9,4,5,10,18,0,0,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-20,stoke,huddersfield,2,0,h,0,0,d,m oliver,11,6,6,3,18,13,3,2,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-20,west ham,bournemouth,1,1,d,0,0,d,m atkinson,12,8,4,3,8,7,6,3,3,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-21,southampton,tottenham,1,1,d,1,1,d,k friend,10,17,4,2,8,15,2,9,2,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-22,swansea,liverpool,1,0,h,1,0,h,n swarbrick,3,21,2,4,5,9,3,9,0,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-30,huddersfield,liverpool,0,3,a,0,2,a,k friend,5,14,1,7,8,8,1,4,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-30,swansea,arsenal,3,1,h,1,1,d,l mason,12,9,4,4,4,8,4,3,0,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-30,west ham,crystal palace,1,1,d,1,1,d,n swarbrick,8,9,3,3,11,15,5,3,1,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-31,chelsea,bournemouth,0,3,a,0,0,d,l probert,21,11,5,5,5,12,8,5,1,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-31,everton,leicester,2,1,h,2,0,h,c kavanagh,9,8,4,1,9,10,5,5,0,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-31,man city,west brom,3,0,h,1,0,h,r madley,19,3,10,1,10,10,9,1,1,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-31,newcastle,burnley,1,1,d,0,0,d,s hooper,14,11,4,2,15,15,7,4,1,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-31,southampton,brighton,1,1,d,0,1,a,m dean,18,9,3,2,8,10,7,2,3,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-31,stoke,watford,0,0,d,0,0,d,j moss,11,12,4,2,12,12,2,6,4,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-31,tottenham,man united,2,0,h,2,0,h,a marriner,22,6,6,3,10,13,6,3,2,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-02,arsenal,everton,5,1,h,4,0,h,n swarbrick,15,11,7,2,8,8,4,6,2,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-02,bournemouth,stoke,2,1,h,0,1,a,p tierney,15,13,8,4,14,19,8,1,2,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-02,brighton,west ham,3,1,h,1,1,d,r east,21,4,5,1,11,7,4,1,3,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-02,burnley,man city,1,1,d,0,1,a,m atkinson,8,20,3,7,9,6,3,13,4,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-02,leicester,swansea,1,1,d,1,0,h,a taylor,13,3,5,1,9,8,3,3,1,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-02,man united,huddersfield,2,0,h,0,0,d,s attwell,16,4,7,0,5,19,5,2,2,4,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-02,west brom,southampton,2,3,a,1,2,a,m oliver,9,13,3,5,12,10,5,7,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-04-02,crystal palace,newcastle,1,1,d,0,1,a,a marriner,21,11,6,8,11,8,5,6,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-04-02,liverpool,tottenham,2,2,d,1,0,h,j moss,9,13,3,6,15,9,3,7,3,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-05-02,watford,chelsea,4,1,h,1,0,h,m dean,21,7,8,3,11,8,6,2,2,2,0,1,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-02,everton,crystal palace,3,1,h,0,0,d,j moss,11,16,5,4,14,15,8,7,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-02,man city,leicester,5,1,h,1,1,d,m jones,19,2,11,2,10,12,8,2,2,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-02,stoke,brighton,1,1,d,0,1,a,r madley,15,14,3,6,6,10,7,4,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-02,swansea,burnley,1,0,h,0,0,d,a marriner,12,13,4,1,10,9,5,2,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-02,tottenham,arsenal,1,0,h,0,0,d,a taylor,18,6,6,1,13,9,10,2,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-02,west ham,watford,2,0,h,1,0,h,g scott,8,11,4,4,11,7,8,7,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-11-02,huddersfield,bournemouth,4,1,h,2,1,h,m oliver,15,7,4,2,12,12,2,6,0,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-11-02,newcastle,man united,1,0,h,0,0,d,c pawson,10,13,3,6,12,15,0,10,0,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-11-02,southampton,liverpool,0,2,a,0,2,a,m atkinson,6,16,4,4,5,8,3,1,1,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-12-02,chelsea,west brom,3,0,h,1,0,h,l mason,20,8,8,1,11,11,8,7,0,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-24,bournemouth,newcastle,2,2,d,0,2,a,r east,18,15,5,4,12,10,8,1,1,4,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-24,brighton,swansea,4,1,h,1,0,h,m dean,16,11,5,1,17,6,3,5,1,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-24,burnley,southampton,1,1,d,0,0,d,r madley,9,13,3,6,8,14,7,5,1,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-24,leicester,stoke,1,1,d,0,1,a,m oliver,19,6,9,2,10,16,13,1,1,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-24,liverpool,west ham,4,1,h,1,0,h,s attwell,21,7,12,4,7,7,8,2,0,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-24,watford,everton,1,0,h,0,0,d,a taylor,13,7,5,2,10,9,6,5,3,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-24,west brom,huddersfield,1,2,a,0,0,d,j moss,10,16,3,7,11,9,6,3,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-25,crystal palace,tottenham,0,1,a,0,0,d,k friend,5,14,3,4,12,5,2,13,0,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-02-25,man united,chelsea,2,1,h,1,1,d,m atkinson,10,14,5,7,13,12,3,4,2,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-03,arsenal,man city,0,3,a,0,3,a,a marriner,10,9,5,5,11,11,6,1,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-03,burnley,everton,2,1,h,0,1,a,c kavanagh,21,10,8,4,9,12,10,4,1,1,0,1,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-03,leicester,bournemouth,1,1,d,0,1,a,l probert,23,8,4,3,11,7,13,1,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-03,liverpool,newcastle,2,0,h,1,0,h,g scott,14,7,3,2,7,9,8,3,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-03,southampton,stoke,0,0,d,0,0,d,a taylor,18,12,6,3,8,13,15,4,0,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-03,swansea,west ham,4,1,h,2,0,h,m atkinson,9,7,8,2,9,14,4,5,0,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-03,tottenham,huddersfield,2,0,h,1,0,h,k friend,15,3,7,3,6,8,8,1,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-03,watford,west brom,1,0,h,0,0,d,p tierney,15,9,4,2,11,12,4,6,2,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-04-03,brighton,arsenal,2,1,h,2,1,h,s attwell,13,15,6,7,13,12,6,11,3,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-04-03,man city,chelsea,1,0,h,0,0,d,m oliver,13,3,3,0,8,9,5,2,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-05-03,crystal palace,man united,2,3,a,1,0,h,n swarbrick,10,17,4,8,10,8,3,7,1,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-03,chelsea,crystal palace,2,1,h,2,0,h,a taylor,27,9,11,2,8,9,12,3,1,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-03,everton,brighton,2,0,h,0,0,d,r east,13,10,3,4,10,14,10,3,0,1,0,1,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-03,huddersfield,swansea,0,0,d,0,0,d,m oliver,30,0,4,0,9,9,12,0,2,3,0,1,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-03,man united,liverpool,2,1,h,2,0,h,c pawson,5,14,2,2,10,16,1,13,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-03,newcastle,southampton,3,0,h,2,0,h,a marriner,7,6,5,2,10,10,2,6,0,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-03,west brom,leicester,1,4,a,1,1,d,r madley,6,14,2,6,6,7,7,6,1,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-10-03,west ham,burnley,0,3,a,0,0,d,l mason,13,7,4,4,13,7,5,1,2,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-11-03,arsenal,watford,3,0,h,1,0,h,m atkinson,11,11,7,4,12,9,4,9,2,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-11-03,bournemouth,tottenham,1,4,a,1,1,d,m dean,14,12,3,8,10,7,4,5,1,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-12-03,stoke,man city,0,2,a,0,1,a,j moss,3,17,0,6,6,8,3,10,1,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-17,bournemouth,west brom,2,1,h,0,0,d,g scott,17,11,5,6,6,9,3,2,1,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-17,huddersfield,crystal palace,0,2,a,0,1,a,m dean,6,17,2,6,11,12,4,7,3,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-17,liverpool,watford,5,0,h,2,0,h,a taylor,13,4,10,1,5,4,6,1,1,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-17,stoke,everton,1,2,a,0,0,d,m atkinson,9,17,4,9,13,12,1,9,1,1,1,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-31,brighton,leicester,0,2,a,0,0,d,c kavanagh,15,6,3,4,11,13,6,1,2,4,0,1,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-31,crystal palace,liverpool,1,2,a,1,0,h,n swarbrick,6,16,3,6,6,8,4,6,2,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-31,everton,man city,1,3,a,0,3,a,p tierney,6,18,2,4,10,8,2,11,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-31,man united,swansea,2,0,h,2,0,h,r madley,11,3,5,2,5,13,3,3,0,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-31,newcastle,huddersfield,1,0,h,0,0,d,m atkinson,18,4,3,0,9,10,3,3,1,4,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-31,watford,bournemouth,2,2,d,1,1,d,a marriner,16,13,5,6,16,6,7,4,4,0,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-31,west brom,burnley,1,2,a,0,1,a,l probert,8,11,3,4,12,9,1,6,1,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-03-31,west ham,southampton,3,0,h,3,0,h,j moss,13,9,5,0,9,16,5,9,0,3,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-04,arsenal,stoke,3,0,h,0,0,d,c pawson,24,8,11,2,9,13,6,5,1,2,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
e0,2018-01-04,chelsea,tottenham,1,3,a,1,1,d,a marriner,14,12,4,7,4,11,5,5,0,1,0,0,../../data/external/national leagues\season 2017-2018\e0_english premier league_2017-2018.csv
