league_division,match_date,home_team,away_team,full_time_home_team_goals,full_time_away_team_goals,full_time_result,half_time_home_team_goals,half_time_away_team_goals,half_time_result,referee,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,season
e0,2020-01-01,man city,everton,2,1,h,0,0,d,a marriner,16,7,7,2,11,11,3,6,0,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-01,norwich,crystal palace,1,1,d,1,0,h,j moss,15,12,4,3,12,9,2,5,5,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-01,west ham,bournemouth,4,0,h,3,0,h,g scott,14,3,7,2,3,12,9,2,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-01,arsenal,man united,2,0,h,2,0,h,c kavanagh,10,10,4,4,11,15,1,4,2,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-01,liverpool,sheffield united,2,0,h,1,0,h,p tierney,19,3,7,2,5,8,8,4,0,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-10-01,sheffield united,west ham,1,0,h,0,0,d,m oliver,13,7,3,2,11,6,7,3,1,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-01,crystal palace,arsenal,1,1,d,0,1,a,p tierney,6,7,3,4,14,22,1,4,2,3,0,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-01,chelsea,burnley,3,0,h,2,0,h,k friend,18,7,8,2,7,4,10,3,0,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-01,everton,brighton,1,0,h,1,0,h,d coote,14,9,6,2,7,7,4,3,2,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-01,leicester,southampton,1,2,a,1,1,d,l mason,5,16,5,10,9,17,2,4,0,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-01,man united,norwich,4,0,h,1,0,h,a taylor,13,8,6,3,18,7,4,2,0,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-01,wolves,newcastle,1,1,d,1,1,d,p bankes,9,5,4,1,13,12,5,2,0,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-01,tottenham,liverpool,0,1,a,0,1,a,m atkinson,14,13,4,7,4,8,4,3,0,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-12-01,bournemouth,watford,0,3,a,0,1,a,m dean,10,18,1,6,3,13,5,5,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-12-01,aston villa,man city,1,6,a,0,4,a,j moss,7,22,1,12,5,12,2,4,2,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-18,watford,tottenham,0,0,d,0,0,d,m oliver,15,17,2,5,13,13,3,3,2,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-18,arsenal,sheffield united,1,1,d,1,0,h,m dean,11,12,4,4,9,13,4,5,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-18,brighton,aston villa,1,1,d,1,0,h,a madley,10,8,2,3,11,13,3,4,3,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-18,man city,crystal palace,2,2,d,0,1,a,s scott,25,5,6,3,9,7,14,2,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-18,norwich,bournemouth,1,0,h,1,0,h,p tierney,16,6,5,3,10,10,4,5,2,2,1,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-18,southampton,wolves,2,3,a,2,0,h,d england,11,8,5,4,13,12,1,3,2,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-18,west ham,everton,1,1,d,1,1,d,a marriner,12,11,6,3,11,13,7,6,1,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-18,newcastle,chelsea,1,0,h,0,0,d,c kavanagh,7,19,2,4,9,14,1,10,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-19,burnley,leicester,2,1,h,0,1,a,a taylor,8,18,5,8,14,8,4,5,1,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-19,liverpool,man united,2,0,h,1,0,h,c pawson,16,9,5,4,7,10,11,5,1,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-21,aston villa,watford,2,1,h,0,1,a,m atkinson,16,8,5,2,11,18,6,3,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-21,bournemouth,brighton,3,1,h,2,0,h,k friend,11,21,3,8,9,12,5,8,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-21,crystal palace,southampton,0,2,a,0,1,a,a marriner,6,15,0,6,12,13,0,8,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-21,everton,newcastle,2,2,d,1,0,h,s hooper,17,8,8,2,13,10,6,4,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-21,sheffield united,man city,0,1,a,0,0,d,l mason,4,18,1,5,13,13,5,13,4,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-21,chelsea,arsenal,2,2,d,1,0,h,s attwell,19,2,8,2,11,6,17,5,2,1,0,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-22,leicester,west ham,4,1,h,2,0,h,d coote,19,6,8,2,10,19,7,8,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-22,tottenham,norwich,2,1,h,1,0,h,c kavanagh,14,12,3,2,12,7,7,3,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-22,man united,burnley,0,2,a,0,1,a,j moss,24,5,7,2,11,7,5,2,0,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-23,wolves,liverpool,1,2,a,0,1,a,m oliver,10,13,3,6,6,11,2,4,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-29,west ham,liverpool,0,2,a,0,1,a,j moss,7,13,4,5,6,6,3,7,2,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-02,leicester,chelsea,2,2,d,0,0,d,l mason,14,7,4,3,16,14,4,6,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-02,bournemouth,aston villa,2,1,h,2,0,h,a taylor,16,18,6,5,10,15,1,8,1,3,1,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-02,crystal palace,sheffield united,0,1,a,0,0,d,a madley,13,10,3,3,9,15,9,5,3,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-02,liverpool,southampton,4,0,h,0,0,d,k friend,16,17,9,4,9,15,6,11,0,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-02,newcastle,norwich,0,0,d,0,0,d,m atkinson,15,19,5,4,10,15,8,12,2,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-02,watford,everton,2,3,a,2,2,d,c pawson,11,12,2,5,17,14,4,4,2,2,0,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-02,west ham,brighton,3,3,d,2,0,h,m oliver,12,19,6,6,8,9,4,6,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-02,man united,wolves,0,0,d,0,0,d,p tierney,15,14,5,3,14,15,4,6,3,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-02,burnley,arsenal,0,0,d,0,0,d,c kavanagh,15,13,2,2,8,11,5,7,1,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-02,tottenham,man city,2,0,h,0,0,d,m dean,3,18,3,5,8,14,2,6,2,3,0,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-08-02,everton,crystal palace,3,1,h,1,0,h,d coote,14,10,8,2,11,12,4,6,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-08-02,brighton,watford,1,1,d,0,1,a,k friend,10,5,2,2,9,12,3,2,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-09-02,sheffield united,bournemouth,2,1,h,1,1,d,j moss,16,10,6,2,10,8,8,4,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-14,wolves,leicester,0,0,d,0,0,d,m dean,15,9,3,3,13,10,7,0,2,2,0,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-15,southampton,burnley,1,2,a,1,1,d,s hooper,10,9,2,6,8,11,4,3,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-15,norwich,liverpool,0,1,a,0,0,d,s attwell,5,17,1,6,5,11,2,7,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-16,aston villa,tottenham,2,3,a,1,2,a,m atkinson,18,23,4,10,12,10,12,7,2,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-16,arsenal,newcastle,4,0,h,0,0,d,l mason,15,10,7,2,15,9,5,6,2,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-17,chelsea,man united,0,2,a,0,1,a,a taylor,17,9,1,3,11,11,9,8,4,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-19,man city,west ham,2,0,h,1,0,h,k friend,20,3,7,0,5,7,6,1,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-22,chelsea,tottenham,2,1,h,1,0,h,m oliver,17,5,7,3,14,14,3,5,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-22,burnley,bournemouth,3,0,h,0,0,d,m dean,16,12,10,4,9,9,7,3,4,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-22,crystal palace,newcastle,1,0,h,1,0,h,p bankes,18,8,9,2,15,11,7,5,2,6,0,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-22,sheffield united,brighton,1,1,d,1,1,d,g scott,14,8,3,2,3,6,12,2,0,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-22,southampton,aston villa,2,0,h,1,0,h,c pawson,28,4,9,1,13,17,9,6,1,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-22,leicester,man city,0,1,a,0,0,d,p tierney,10,18,3,7,14,10,3,7,0,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-23,man united,watford,3,0,h,1,0,h,m atkinson,21,7,9,2,6,15,3,5,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-23,wolves,norwich,3,0,h,2,0,h,c kavanagh,19,6,6,4,11,6,4,1,2,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-23,arsenal,everton,3,2,h,2,2,d,s attwell,9,17,4,5,12,12,6,3,0,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-24,liverpool,west ham,3,2,h,1,1,d,j moss,25,7,7,4,4,10,16,8,0,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-28,norwich,leicester,1,0,h,0,0,d,c pawson,11,19,6,4,13,16,6,7,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-29,brighton,crystal palace,0,1,a,0,0,d,m atkinson,24,12,8,3,8,9,8,7,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-29,bournemouth,chelsea,2,2,d,0,1,a,a marriner,9,23,5,6,8,5,4,14,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-29,newcastle,burnley,0,0,d,0,0,d,a madley,21,8,4,1,11,9,11,7,4,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-29,west ham,southampton,3,1,h,2,1,h,a taylor,14,10,7,2,8,11,4,9,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-29,watford,liverpool,3,0,h,0,0,d,m oliver,14,7,5,1,4,8,3,5,0,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-03,everton,man united,1,1,d,1,1,d,c kavanagh,16,14,5,5,11,11,13,8,3,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-03,tottenham,wolves,2,3,a,2,1,h,s attwell,13,14,5,4,12,14,4,5,3,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-07-03,liverpool,bournemouth,2,1,h,2,1,h,p tierney,14,6,6,4,10,12,9,4,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-07-03,arsenal,west ham,1,0,h,0,0,d,m atkinson,9,14,2,6,11,9,6,7,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-07-03,crystal palace,watford,1,0,h,1,0,h,a taylor,10,10,3,4,12,19,8,8,4,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-07-03,sheffield united,norwich,1,0,h,1,0,h,s hooper,10,12,4,5,12,8,10,5,0,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-07-03,southampton,newcastle,0,1,a,0,0,d,g scott,6,14,3,7,14,15,5,8,0,3,1,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-07-03,wolves,brighton,0,0,d,0,0,d,a marriner,11,7,1,1,4,7,2,0,1,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-07-03,burnley,tottenham,1,1,d,1,0,h,j moss,21,13,8,2,16,11,3,5,5,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-08-03,chelsea,everton,4,0,h,2,0,h,k friend,17,3,11,1,8,10,6,1,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-08-03,man united,man city,2,0,h,1,0,h,m dean,12,7,6,2,11,9,2,11,2,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-09-03,leicester,aston villa,4,0,h,1,0,h,m oliver,15,4,7,1,15,12,9,0,2,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-17,aston villa,sheffield united,0,0,d,0,0,d,m oliver,14,5,6,1,11,14,12,4,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-17,man city,arsenal,3,0,h,1,0,h,a taylor,20,3,12,0,9,7,5,2,1,1,0,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-19,norwich,southampton,0,3,a,0,0,d,k friend,9,22,1,9,9,15,9,7,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-19,tottenham,man united,1,1,d,1,0,h,j moss,10,12,3,6,17,18,7,6,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-20,watford,leicester,1,1,d,0,0,d,c pawson,8,15,4,2,15,12,2,7,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-20,brighton,arsenal,2,1,h,0,0,d,m atkinson,9,13,5,6,13,8,10,7,2,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-20,west ham,wolves,0,2,a,0,0,d,a taylor,7,10,2,6,8,7,5,7,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-20,bournemouth,crystal palace,0,2,a,0,2,a,s attwell,12,7,1,2,13,15,11,4,3,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-21,newcastle,sheffield united,3,0,h,0,0,d,d coote,12,7,8,1,9,10,2,4,2,0,0,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-21,aston villa,chelsea,1,2,a,1,0,h,p tierney,8,19,4,5,9,17,2,10,2,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-21,everton,liverpool,0,0,d,0,0,d,m dean,9,10,3,3,15,12,1,6,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-22,man city,burnley,5,0,h,3,0,h,a marriner,19,1,7,0,8,7,3,1,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-23,leicester,brighton,0,0,d,0,0,d,l mason,11,10,2,2,10,13,6,7,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-23,tottenham,west ham,2,0,h,0,0,d,c pawson,15,10,4,2,12,7,9,4,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-24,man united,sheffield united,3,0,h,2,0,h,a taylor,15,4,6,1,10,6,10,5,1,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-24,newcastle,aston villa,1,1,d,0,0,d,c kavanagh,13,14,3,2,15,13,6,9,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-24,norwich,everton,0,1,a,0,0,d,a madley,9,12,1,5,8,13,6,5,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-24,wolves,bournemouth,1,0,h,0,0,d,m oliver,10,4,2,0,11,11,6,4,3,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-24,liverpool,crystal palace,4,0,h,2,0,h,m atkinson,21,3,7,0,7,5,6,0,0,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-25,burnley,watford,1,0,h,0,0,d,m dean,9,10,5,4,13,15,1,7,1,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-25,southampton,arsenal,0,2,a,0,1,a,g scott,12,10,3,5,10,14,4,6,0,2,1,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-25,chelsea,man city,2,1,h,1,0,h,s attwell,15,11,10,2,13,3,5,7,1,1,0,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-27,aston villa,wolves,0,1,a,0,0,d,c pawson,11,9,1,2,16,16,2,2,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-28,watford,southampton,1,3,a,0,1,a,m oliver,8,11,0,7,18,9,5,3,3,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-29,crystal palace,burnley,0,1,a,0,0,d,s hooper,17,8,4,4,12,13,9,1,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-30,brighton,man united,0,3,a,0,2,a,a marriner,8,12,2,6,10,9,4,5,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-07,arsenal,norwich,4,0,h,2,0,h,p bankes,13,8,8,2,10,10,6,2,1,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-07,bournemouth,newcastle,1,4,a,0,2,a,k friend,12,12,1,7,11,10,6,3,2,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-07,everton,leicester,2,1,h,2,0,h,d coote,7,15,2,3,13,10,3,5,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-01-07,west ham,chelsea,3,2,h,1,1,d,m atkinson,10,17,4,6,10,9,2,3,2,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-07,sheffield united,tottenham,3,1,h,1,0,h,c kavanagh,7,9,5,2,13,13,1,6,2,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-02-07,man city,liverpool,4,0,h,3,0,h,a taylor,14,11,6,3,8,7,3,3,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-04-07,norwich,brighton,0,1,a,0,1,a,s attwell,12,8,1,2,11,13,0,2,2,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-04-07,leicester,crystal palace,3,0,h,0,0,d,j moss,15,7,4,1,18,8,3,7,2,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-04-07,man united,bournemouth,5,2,h,3,1,h,m dean,19,7,10,3,13,12,8,3,0,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-04-07,wolves,arsenal,0,2,a,0,1,a,m oliver,10,8,1,5,6,11,3,5,2,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-04-07,chelsea,watford,3,0,h,2,0,h,k friend,21,7,9,3,9,12,5,3,0,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-05-07,burnley,sheffield united,1,1,d,1,0,h,p bankes,9,10,4,3,8,14,3,9,0,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-05-07,newcastle,west ham,2,2,d,1,1,d,c pawson,11,17,4,7,9,11,6,4,0,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-05-07,liverpool,aston villa,2,0,h,0,0,d,p tierney,6,9,4,3,18,8,7,5,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-05-07,southampton,man city,1,0,h,1,0,h,a marriner,8,26,4,6,6,7,2,13,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-06-07,tottenham,everton,1,0,h,1,0,h,g scott,12,11,2,3,14,18,5,6,3,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-07-07,crystal palace,chelsea,2,3,a,1,2,a,d coote,13,14,4,6,11,10,7,9,1,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-07-07,watford,norwich,2,1,h,1,1,d,a taylor,9,12,4,3,11,15,4,3,2,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-07-07,arsenal,leicester,1,1,d,1,0,h,c kavanagh,11,13,7,5,10,14,10,1,1,0,1,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-08-07,man city,newcastle,5,0,h,2,0,h,a madley,23,6,9,1,12,7,8,1,0,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-08-07,sheffield united,wolves,1,0,h,0,0,d,m atkinson,7,6,3,1,5,6,6,1,2,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-08-07,west ham,burnley,0,1,a,0,1,a,m oliver,21,8,5,4,7,7,10,3,1,1,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-08-07,brighton,liverpool,1,3,a,1,2,a,c pawson,12,19,2,8,7,15,6,10,1,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-09-07,bournemouth,tottenham,0,0,d,0,0,d,p tierney,9,9,2,0,11,14,8,12,3,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-09-07,everton,southampton,1,1,d,1,1,d,l mason,11,17,4,4,13,14,3,5,3,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-09-07,aston villa,man united,0,3,a,0,2,a,j moss,9,14,1,6,7,13,3,5,2,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-07,norwich,west ham,0,4,a,0,2,a,k friend,11,19,2,7,9,8,1,6,1,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-07,watford,newcastle,2,1,h,0,1,a,c pawson,17,8,5,4,23,15,2,4,1,4,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-07,liverpool,burnley,1,1,d,1,0,h,d coote,23,6,9,2,7,4,12,6,1,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-07,sheffield united,chelsea,3,0,h,2,0,h,a marriner,9,15,4,4,8,6,4,6,1,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-11-07,brighton,man city,0,5,a,0,2,a,g scott,3,26,0,8,7,3,2,7,1,0,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-12-07,wolves,everton,3,0,h,1,0,h,a taylor,14,6,7,2,9,9,5,2,0,2,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-12-07,aston villa,crystal palace,2,0,h,1,0,h,m atkinson,12,9,9,5,21,21,5,1,2,4,0,1,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
e0,2020-12-07,tottenham,arsenal,2,1,h,1,1,d,m oliver,15,13,9,4,16,11,6,5,5,3,0,0,../../data/external/national leagues\season 2019-2020\e0_english premier league_2019-2020.csv
